game_id,saison,league,gameday,venue,team,team_table_position,opponent,opponent_table_position,result,player_position,goal_minute,goal_score,goal_type
1093389,2010,UEFA Champions League,Halbfinale,A,FC Barcelona,,Real Madrid,,2:0,MS,87',0:2,Sololauf
1102390,2010,UEFA Champions League,Finale,H,FC Barcelona,,Manchester United,,3:1,MS,54',2:1,Linksschuss
1122444,2011,Supercopa,Finale,A,FC Barcelona,,Real Madrid,,2:2,MS,45',1:2,Linksschuss
1122445,2011,Supercopa,Finale,H,FC Barcelona,,Real Madrid,,3:2,MS,44',2:1,Rechtsschuss
1122445,2011,Supercopa,Finale,H,FC Barcelona,,Real Madrid,,3:2,MS,88',3:2,Linksschuss
1142349,2011,UEFA Super Cup,Finale,H,FC Barcelona,,FC Porto,,2:0,MS,39',1:0,Linksschuss
1125235,2011,LaLiga,2,H,FC Barcelona,2,FC Villarreal,5,5:0,MS,51',4:0,Rechtsschuss
1125235,2011,LaLiga,2,H,FC Barcelona,2,FC Villarreal,5,5:0,MS,74',5:0,Linksschuss
1125254,2011,LaLiga,4,H,FC Barcelona,2,CA Osasuna,8,8:0,MS,5',1:0,Linksschuss
1125254,2011,LaLiga,4,H,FC Barcelona,2,CA Osasuna,8,8:0,MS,41',5:0,Linksschuss
1125254,2011,LaLiga,4,H,FC Barcelona,2,CA Osasuna,8,8:0,MS,79',8:0,Linksschuss
1125273,2011,LaLiga,6,H,FC Barcelona,2,Atlético Madrid,4,5:0,MS,26',3:0,Linksschuss
1125273,2011,LaLiga,6,H,FC Barcelona,2,Atlético Madrid,4,5:0,MS,78',4:0,Linksschuss
1125273,2011,LaLiga,6,H,FC Barcelona,2,Atlético Madrid,4,5:0,MS,90'+1,5:0,Linksschuss
1141870,2011,UEFA Champions League,Gruppenphase,A,FC Barcelona,,BATE Borisov,,5:0,MS,38',0:3,Kopfball
1141870,2011,UEFA Champions League,Gruppenphase,A,FC Barcelona,,BATE Borisov,,5:0,MS,56',0:4,Linksschuss
1125295,2011,LaLiga,8,H,FC Barcelona,1,Racing Santander,18,3:0,MS,11',1:0,Rechtsschuss
1125295,2011,LaLiga,8,H,FC Barcelona,1,Racing Santander,18,3:0,MS,69',3:0,Rechtsschuss
1125323,2011,LaLiga,11,H,FC Barcelona,2,RCD Mallorca,11,5:0,MS,13',1:0,Elfmeter
1125323,2011,LaLiga,11,H,FC Barcelona,2,RCD Mallorca,11,5:0,MS,21',2:0,Rechtsschuss
1125323,2011,LaLiga,11,H,FC Barcelona,2,RCD Mallorca,11,5:0,MS,30',3:0,Linksschuss
1141895,2011,UEFA Champions League,Gruppenphase,A,FC Barcelona,,FC Viktoria Pilsen,,4:0,MS,24',0:1,Elfmeter
1141895,2011,UEFA Champions League,Gruppenphase,A,FC Barcelona,,FC Viktoria Pilsen,,4:0,MS,45'+2,0:2,Linksschuss
1141895,2011,UEFA Champions League,Gruppenphase,A,FC Barcelona,,FC Viktoria Pilsen,,4:0,MS,90'+2,0:4,Linksschuss
1125334,2011,LaLiga,12,A,FC Barcelona,2,Athletic Bilbao,11,2:2,MS,90',2:2,Linksschuss
1125344,2011,LaLiga,13,H,FC Barcelona,2,Real Saragossa ,16,4:0,MS,43',2:0,Rechtsschuss
1141924,2011,UEFA Champions League,Gruppenphase,A,FC Barcelona,,AC Mailand,,3:2,MS,31',1:2,Elfmeter
1169025,2011,LaLiga,17,H,FC Barcelona,2,Rayo Vallecano,15,4:0,MS,49',4:0,Linksschuss
1125365,2011,LaLiga,15,H,FC Barcelona,2,UD Levante,4,5:0,MS,55',4:0,Linksschuss
1174208,2011,FIFA Klub-WM,Finale,A,FC Barcelona,,FC Santos,,4:0,RA,17',0:1,Linksschuss
1174208,2011,FIFA Klub-WM,Finale,A,FC Barcelona,,FC Santos,,4:0,RA,82',0:4,Linksschuss
1176708,2011,Copa del Rey,Achtelfinale,H,FC Barcelona,,CA Osasuna,,4:0,MS,71',3:0,Kopfball
1176708,2011,Copa del Rey,Achtelfinale,H,FC Barcelona,,CA Osasuna,,4:0,MS,90',4:0,Linksschuss
1125407,2011,LaLiga,19,H,FC Barcelona,2,Real Betis Sevilla,10,4:2,MS,12',2:0,Rechtsschuss
1125407,2011,LaLiga,19,H,FC Barcelona,2,Real Betis Sevilla,10,4:2,MS,86',4:2,Elfmeter
1125063,2011,LaLiga,1,A,FC Barcelona,2,FC Málaga,4,4:1,MS,32',0:1,Kopfball
1125063,2011,LaLiga,1,A,FC Barcelona,2,FC Málaga,4,4:1,MS,51',0:3,Linksschuss
1125063,2011,LaLiga,1,A,FC Barcelona,2,FC Málaga,4,4:1,MS,77',0:4,Linksschuss
1125434,2011,LaLiga,22,H,FC Barcelona,2,Real Sociedad San Sebastián,14,2:1,MS,72',2:0,Linksschuss
1174224,2011,UEFA Champions League,Achtelfinale,A,FC Barcelona,,Bayer 04 Leverkusen,,3:1,MS,88',1:3,Linksschuss
1125453,2011,LaLiga,24,H,FC Barcelona,2,FC Valencia,3,5:1,MS,21',1:1,Linksschuss
1125453,2011,LaLiga,24,H,FC Barcelona,2,FC Valencia,3,5:1,MS,27',2:1,Abstauber
1125453,2011,LaLiga,24,H,FC Barcelona,2,FC Valencia,3,5:1,MS,75',3:1,Linksschuss
1125453,2011,LaLiga,24,H,FC Barcelona,2,FC Valencia,3,5:1,MS,84',4:1,Linksschuss
1125463,2011,LaLiga,25,A,FC Barcelona,2,Atlético Madrid,6,2:1,MS,79',1:2,Direkter Freistoß
1174225,2011,UEFA Champions League,Achtelfinale,H,FC Barcelona,,Bayer 04 Leverkusen,,7:1,MS,25',1:0,Linksschuss
1174225,2011,UEFA Champions League,Achtelfinale,H,FC Barcelona,,Bayer 04 Leverkusen,,7:1,MS,42',2:0,Linksschuss
1174225,2011,UEFA Champions League,Achtelfinale,H,FC Barcelona,,Bayer 04 Leverkusen,,7:1,MS,50',3:0,Rechtsschuss
1174225,2011,UEFA Champions League,Achtelfinale,H,FC Barcelona,,Bayer 04 Leverkusen,,7:1,MS,58',5:0,Linksschuss
1174225,2011,UEFA Champions League,Achtelfinale,H,FC Barcelona,,Bayer 04 Leverkusen,,7:1,MS,85',7:0,Linksschuss
1125485,2011,LaLiga,27,A,FC Barcelona,2,Racing Santander,18,2:0,MS,29',0:1,Linksschuss
1125485,2011,LaLiga,27,A,FC Barcelona,2,Racing Santander,18,2:0,MS,56',0:2,Elfmeter
1125492,2011,LaLiga,28,A,FC Barcelona,2,FC Sevilla,14,2:0,MS,25',0:2,Linksschuss
1125503,2011,LaLiga,29,H,FC Barcelona,2,FC Granada,14,5:3,MS,16',2:0,Linksschuss
1125503,2011,LaLiga,29,H,FC Barcelona,2,FC Granada,14,5:3,MS,66',3:2,Linksschuss
1125503,2011,LaLiga,29,H,FC Barcelona,2,FC Granada,14,5:3,MS,85',5:2,Linksschuss
1125543,2011,LaLiga,30,A,FC Barcelona,2,RCD Mallorca,9,2:0,MS,25',0:1,Direkter Freistoß
1134009,2011,LaLiga,31,H,FC Barcelona,2,Athletic Bilbao,12,2:0,MS,57',2:0,Elfmeter
1193025,2011,UEFA Champions League,Viertelfinale,H,FC Barcelona,,AC Mailand,,3:1,RA,11',1:0,Elfmeter
1193025,2011,UEFA Champions League,Viertelfinale,H,FC Barcelona,,AC Mailand,,3:1,RA,42',2:1,Elfmeter
1125524,2011,LaLiga,32,A,FC Barcelona,2,Real Saragossa ,18,4:1,MS,39',1:2,Linksschuss
1125524,2011,LaLiga,32,A,FC Barcelona,2,Real Saragossa ,18,4:1,MS,86',1:3,Elfmeter
1125535,2011,LaLiga,33,H,FC Barcelona,2,FC Getafe,7,4:0,MS,44',2:0,Linksschuss
1125555,2011,LaLiga,34,A,FC Barcelona,2,UD Levante,5,2:1,MS,64',1:1,Linksschuss
1125555,2011,LaLiga,34,A,FC Barcelona,2,UD Levante,5,2:1,MS,73',1:2,Elfmeter
1125576,2011,LaLiga,36,A,FC Barcelona,2,Rayo Vallecano,17,7:0,MS,16',0:1,Linksschuss
1125576,2011,LaLiga,36,A,FC Barcelona,2,Rayo Vallecano,17,7:0,MS,88',0:7,Linksschuss
1125414,2011,LaLiga,20,H,FC Barcelona,2,FC Málaga,10,4:1,MS,34',2:1,Elfmeter
1125414,2011,LaLiga,20,H,FC Barcelona,2,FC Málaga,10,4:1,MS,60',3:1,Elfmeter
1125414,2011,LaLiga,20,H,FC Barcelona,2,FC Málaga,10,4:1,MS,63',4:1,Linksschuss
1125587,2011,LaLiga,37,H,FC Barcelona,2,Espanyol Barcelona,13,4:0,MS,11',1:0,Direkter Freistoß
1125587,2011,LaLiga,37,H,FC Barcelona,2,Espanyol Barcelona,13,4:0,MS,63',2:0,Elfmeter
1125587,2011,LaLiga,37,H,FC Barcelona,2,Espanyol Barcelona,13,4:0,MS,73',3:0,Linksschuss
1125587,2011,LaLiga,37,H,FC Barcelona,2,Espanyol Barcelona,13,4:0,MS,78',4:0,Elfmeter
1184511,2011,Copa del Rey,Finale,H,FC Barcelona,,Athletic Bilbao,,3:0,MS,20',2:0,Rechtsschuss
2244378,2012,LaLiga,1,H,FC Barcelona,1,Real Sociedad San Sebastián,4,5:1,MS,11',2:1,Linksschuss
2244378,2012,LaLiga,1,H,FC Barcelona,1,Real Sociedad San Sebastián,4,5:1,MS,16',3:1,Linksschuss
2244388,2012,Supercopa,Finale,H,FC Barcelona,,Real Madrid,,3:2,MS,70',2:1,Elfmeter
2242828,2012,LaLiga,2,A,FC Barcelona,1,CA Osasuna,19,2:1,MS,76',1:1,Linksschuss
2242828,2012,LaLiga,2,A,FC Barcelona,1,CA Osasuna,19,2:1,MS,80',1:2,Linksschuss
2244389,2012,Supercopa,Finale,A,FC Barcelona,,Real Madrid,,2:1,MS,45',2:1,Direkter Freistoß
2242910,2012,LaLiga,4,A,FC Barcelona,1,FC Getafe,9,4:1,MS,74',0:2,Elfmeter
2242910,2012,LaLiga,4,A,FC Barcelona,1,FC Getafe,9,4:1,MS,78',0:3,Linksschuss
2262160,2012,UEFA Champions League,Gruppenphase,H,FC Barcelona,,Spartak Moskau,,3:2,MS,71',2:2,Linksschuss
2262160,2012,UEFA Champions League,Gruppenphase,H,FC Barcelona,,Spartak Moskau,,3:2,MS,80',3:2,Kopfball
2242853,2012,LaLiga,7,H,FC Barcelona,1,Real Madrid,6,2:2,MS,31',1:1,Linksschuss
2242853,2012,LaLiga,7,H,FC Barcelona,1,Real Madrid,6,2:2,MS,60',2:1,Direkter Freistoß
2242855,2012,LaLiga,8,A,FC Barcelona,1,Deportivo La Coruna ,18,5:4,MS,17',0:3,Linksschuss
2242855,2012,LaLiga,8,A,FC Barcelona,1,Deportivo La Coruna ,18,5:4,MS,43',2:4,Linksschuss
2242855,2012,LaLiga,8,A,FC Barcelona,1,Deportivo La Coruna ,18,5:4,MS,76',3:5,Linksschuss
2242894,2012,LaLiga,9,A,FC Barcelona,1,Rayo Vallecano,12,5:0,MS,48',0:2,Linksschuss
2242894,2012,LaLiga,9,A,FC Barcelona,1,Rayo Vallecano,12,5:0,MS,89',0:5,Rechtsschuss
2262207,2012,UEFA Champions League,Gruppenphase,A,FC Barcelona,,Celtic Glasgow,,2:1,MS,90'+1,2:1,Abstauber
2242908,2012,LaLiga,11,A,FC Barcelona,1,RCD Mallorca,13,4:2,MS,43',0:2,Linksschuss
2242908,2012,LaLiga,11,A,FC Barcelona,1,RCD Mallorca,13,4:2,MS,70',2:4,Linksschuss
2243009,2012,LaLiga,12,H,FC Barcelona,1,Real Saragossa ,10,3:1,MS,15',1:0,Linksschuss
2243009,2012,LaLiga,12,H,FC Barcelona,1,Real Saragossa ,10,3:1,MS,60',3:1,Linksschuss
2262211,2012,UEFA Champions League,Gruppenphase,A,FC Barcelona,,Spartak Moskau,,3:0,MS,27',0:2,Rechtsschuss
2262211,2012,UEFA Champions League,Gruppenphase,A,FC Barcelona,,Spartak Moskau,,3:0,MS,39',0:3,Linksschuss
2242996,2012,LaLiga,13,A,FC Barcelona,1,UD Levante,4,4:0,MS,46',0:1,Linksschuss
2242996,2012,LaLiga,13,A,FC Barcelona,1,UD Levante,4,4:0,MS,51',0:2,Linksschuss
2243006,2012,LaLiga,14,H,FC Barcelona,1,Athletic Bilbao,14,5:1,MS,25',2:0,Linksschuss
2243006,2012,LaLiga,14,H,FC Barcelona,1,Athletic Bilbao,14,5:1,MS,70',5:1,Rechtsschuss
2243019,2012,LaLiga,15,A,FC Barcelona,1,Real Betis Sevilla,4,2:1,MS,16',0:1,Linksschuss
2243019,2012,LaLiga,15,A,FC Barcelona,1,Real Betis Sevilla,4,2:1,MS,25',0:2,Linksschuss
2282712,2012,Copa del Rey,Achtelfinale,A,FC Barcelona,,FC Córdoba,,2:0,MS,10',0:1,Linksschuss
2282712,2012,Copa del Rey,Achtelfinale,A,FC Barcelona,,FC Córdoba,,2:0,MS,73',0:2,Linksschuss
2243035,2012,LaLiga,16,H,FC Barcelona,1,Atlético Madrid,2,4:1,MS,58',3:1,Linksschuss
2243035,2012,LaLiga,16,H,FC Barcelona,1,Atlético Madrid,2,4:1,MS,88',4:1,Linksschuss
2243072,2012,LaLiga,17,A,FC Barcelona,1,Real Valladolid,8,3:1,MS,59',0:2,Linksschuss
2243058,2012,LaLiga,18,H,FC Barcelona,1,Espanyol Barcelona,18,4:0,MS,28',4:0,Elfmeter
2243064,2012,LaLiga,19,A,FC Barcelona,1,FC Málaga,4,3:1,MS,26',0:1,Rechtsschuss
2286541,2012,Copa del Rey,Viertelfinale,H,FC Barcelona,,FC Málaga,,2:2,MS,29',1:1,Linksschuss
2243079,2012,LaLiga,20,A,FC Barcelona,1,Real Sociedad San Sebastián,9,3:2,MS,6',0:1,Linksschuss
2286546,2012,Copa del Rey,Viertelfinale,A,FC Barcelona,,FC Málaga,,4:2,MS,79',2:4,Kopfball
2243102,2012,LaLiga,21,H,FC Barcelona,1,CA Osasuna,18,5:1,MS,11',1:0,Rechtsschuss
2243102,2012,LaLiga,21,H,FC Barcelona,1,CA Osasuna,18,5:1,MS,28',2:1,Elfmeter
2243102,2012,LaLiga,21,H,FC Barcelona,1,CA Osasuna,18,5:1,MS,56',4:1,Linksschuss
2243102,2012,LaLiga,21,H,FC Barcelona,1,CA Osasuna,18,5:1,MS,58',5:1,Linksschuss
2243099,2012,LaLiga,22,A,FC Barcelona,1,FC Valencia,8,1:1,MS,39',1:1,Elfmeter
2243114,2012,LaLiga,23,H,FC Barcelona,1,FC Getafe,11,6:1,MS,13',2:0,Linksschuss
2243130,2012,LaLiga,24,A,FC Barcelona,1,FC Granada,15,2:1,MS,49',1:1,Linksschuss
2243130,2012,LaLiga,24,A,FC Barcelona,1,FC Granada,15,2:1,MS,73',1:2,Direkter Freistoß
2243138,2012,LaLiga,25,H,FC Barcelona,1,FC Sevilla,10,2:1,MS,60',2:1,Linksschuss
2243144,2012,LaLiga,26,A,FC Barcelona,1,Real Madrid,3,2:1,MS,18',1:1,Linksschuss
2243163,2012,LaLiga,27,H,FC Barcelona,1,Deportivo La Coruna ,20,2:0,MS,88',2:0,Linksschuss
2284449,2012,UEFA Champions League,Achtelfinale,H,FC Barcelona,,AC Mailand,,4:0,MS,5',1:0,Linksschuss
2284449,2012,UEFA Champions League,Achtelfinale,H,FC Barcelona,,AC Mailand,,4:0,MS,40',2:0,Linksschuss
2243157,2012,LaLiga,28,H,FC Barcelona,1,Rayo Vallecano,8,3:1,MS,40',2:0,Linksschuss
2243157,2012,LaLiga,28,H,FC Barcelona,1,Rayo Vallecano,8,3:1,MS,57',3:0,Linksschuss
2243169,2012,LaLiga,29,A,FC Barcelona,1,Celta Vigo,19,2:2,MS,73',1:2,Linksschuss
2301899,2012,UEFA Champions League,Viertelfinale,A,FC Barcelona,,FC Paris Saint-Germain,,2:2,MS,38',0:1,Linksschuss
2242955,2012,LaLiga,33,A,FC Barcelona,1,Athletic Bilbao,14,2:2,MS,67',1:1,Linksschuss
2242940,2012,LaLiga,34,H,FC Barcelona,1,Real Betis Sevilla,7,4:2,MS,60',3:2,Direkter Freistoß
2242940,2012,LaLiga,34,H,FC Barcelona,1,Real Betis Sevilla,7,4:2,MS,71',4:2,Linksschuss
2346404,2013,LaLiga,1,H,FC Barcelona,2,UD Levante,10,7:0,MS,13',2:0,Linksschuss
2346404,2013,LaLiga,1,H,FC Barcelona,2,UD Levante,10,7:0,MS,42',5:0,Elfmeter
2341067,2013,LaLiga,3,A,FC Barcelona,1,FC Valencia,10,3:2,MS,11',0:1,Linksschuss
2341067,2013,LaLiga,3,A,FC Barcelona,1,FC Valencia,10,3:2,MS,38',0:2,Rechtsschuss
2341067,2013,LaLiga,3,A,FC Barcelona,1,FC Valencia,10,3:2,MS,41',0:3,Linksschuss
2341085,2013,LaLiga,4,H,FC Barcelona,1,FC Sevilla,16,3:2,MS,75',2:0,Linksschuss
2367099,2013,UEFA Champions League,Gruppenphase,H,FC Barcelona,,Ajax Amsterdam,,4:0,MS,22',1:0,Direkter Freistoß
2367099,2013,UEFA Champions League,Gruppenphase,H,FC Barcelona,,Ajax Amsterdam,,4:0,MS,55',2:0,Linksschuss
2367099,2013,UEFA Champions League,Gruppenphase,H,FC Barcelona,,Ajax Amsterdam,,4:0,MS,75',4:0,Linksschuss
2341202,2013,LaLiga,6,H,FC Barcelona,1,Real Sociedad San Sebastián,7,4:1,MS,8',2:0,Kopfball
2341166,2013,LaLiga,7,A,FC Barcelona,1,UD Almería,19,2:0,MS,21',0:1,Linksschuss
2368437,2013,UEFA Champions League,Gruppenphase,A,FC Barcelona,,AC Mailand,,1:1,MS,23',1:1,Linksschuss
2368459,2013,UEFA Champions League,Gruppenphase,H,FC Barcelona,,AC Mailand,,3:1,MS,30',1:0,Elfmeter
2368459,2013,UEFA Champions League,Gruppenphase,H,FC Barcelona,,AC Mailand,,3:1,MS,83',3:1,Linksschuss
2388764,2013,Copa del Rey,Achtelfinale,H,FC Barcelona,,FC Getafe,,4:0,MS,90',3:0,Linksschuss
2388764,2013,Copa del Rey,Achtelfinale,H,FC Barcelona,,FC Getafe,,4:0,MS,90'+2,4:0,Linksschuss
2396431,2013,Copa del Rey,Achtelfinale,A,FC Barcelona,,FC Getafe,,2:0,MS,43',0:1,Rechtsschuss
2396431,2013,Copa del Rey,Achtelfinale,A,FC Barcelona,,FC Getafe,,2:0,MS,63',0:2,Linksschuss
2341025,2013,LaLiga,22,H,FC Barcelona,1,FC Valencia,10,2:3,MS,54',2:2,Elfmeter
2341013,2013,LaLiga,23,A,FC Barcelona,2,FC Sevilla,7,4:1,MS,44',1:2,Linksschuss
2341013,2013,LaLiga,23,A,FC Barcelona,2,FC Sevilla,7,4:1,MS,56',1:3,Linksschuss
2423574,2013,Copa del Rey,Halbfinale,A,FC Barcelona,,Real Sociedad San Sebastián,,1:1,MS,27',0:1,Sololauf
2341117,2013,LaLiga,24,H,FC Barcelona,1,Rayo Vallecano,19,6:0,MS,36',2:0,Linksschuss
2341117,2013,LaLiga,24,H,FC Barcelona,1,Rayo Vallecano,19,6:0,MS,68',5:0,Linksschuss
2385037,2013,UEFA Champions League,Achtelfinale,A,FC Barcelona,,Manchester City,,2:0,MS,54',0:1,Elfmeter
2341108,2013,LaLiga,25,A,FC Barcelona,1,Real Sociedad San Sebastián,6,3:1,MS,36',1:1,Linksschuss
2341119,2013,LaLiga,26,H,FC Barcelona,2,UD Almería,15,4:1,MS,24',2:0,Direkter Freistoß
2385045,2013,UEFA Champions League,Achtelfinale,H,FC Barcelona,,Manchester City,,2:1,MS,67',1:0,Linksschuss
2341342,2013,LaLiga,28,H,FC Barcelona,3,CA Osasuna,13,7:0,MS,18',1:0,Linksschuss
2341342,2013,LaLiga,28,H,FC Barcelona,3,CA Osasuna,13,7:0,MS,63',4:0,Linksschuss
2341342,2013,LaLiga,28,H,FC Barcelona,3,CA Osasuna,13,7:0,MS,88',6:0,Rechtsschuss
2341314,2013,LaLiga,29,A,FC Barcelona,3,Real Madrid,1,4:3,MS,42',2:2,Linksschuss
2341314,2013,LaLiga,29,A,FC Barcelona,3,Real Madrid,1,4:3,MS,65',3:3,Elfmeter
2341314,2013,LaLiga,29,A,FC Barcelona,3,Real Madrid,1,4:3,MS,84',3:4,Elfmeter
2341270,2013,LaLiga,30,H,FC Barcelona,3,Celta Vigo,12,3:0,MS,30',2:0,Rechtsschuss
2341330,2013,LaLiga,31,A,FC Barcelona,2,Espanyol Barcelona,8,1:0,MS,77',0:1,Elfmeter
2341281,2013,LaLiga,32,H,FC Barcelona,2,Real Betis Sevilla,20,3:1,MS,15',1:0,Elfmeter
2341281,2013,LaLiga,32,H,FC Barcelona,2,Real Betis Sevilla,20,3:1,MS,86',3:1,Elfmeternachschuss
2341368,2013,LaLiga,34,H,FC Barcelona,3,Athletic Bilbao,4,2:1,MS,74',2:1,Direkter Freistoß
2341360,2013,LaLiga,35,A,FC Barcelona,2,FC Villarreal,7,3:2,MS,83',2:3,Rechtsschuss
2341370,2013,LaLiga,36,H,FC Barcelona,2,FC Getafe,16,2:2,MS,23',1:0,Linksschuss
2475184,2014,LaLiga,1,H,FC Barcelona,1,FC Elche,13,3:0,MS,42',1:0,Linksschuss
2475184,2014,LaLiga,1,H,FC Barcelona,1,FC Elche,13,3:0,MS,64',3:0,Linksschuss
2475219,2014,LaLiga,4,A,FC Barcelona,1,UD Levante,19,5:0,MS,77',0:5,Rechtsschuss
2475239,2014,LaLiga,6,H,FC Barcelona,3,FC Granada,8,6:0,MS,62',4:0,Kopfball
2475239,2014,LaLiga,6,H,FC Barcelona,3,FC Granada,8,6:0,MS,82',6:0,Rechtsschuss
2495296,2014,UEFA Champions League,Gruppenphase,A,FC Barcelona,,FC Paris Saint-Germain,,3:2,RA,12',1:1,Linksschuss
2475248,2014,LaLiga,7,A,FC Barcelona,1,Rayo Vallecano,10,2:0,MS,35',0:1,Linksschuss
2475258,2014,LaLiga,8,H,FC Barcelona,1,SD Eibar,10,3:0,MS,74',3:0,Linksschuss
2495313,2014,UEFA Champions League,Gruppenphase,H,FC Barcelona,,Ajax Amsterdam,,3:1,MS,24',2:0,Linksschuss
2495336,2014,UEFA Champions League,Gruppenphase,A,FC Barcelona,,Ajax Amsterdam,,2:0,RA,36',0:1,Kopfball
2495336,2014,UEFA Champions League,Gruppenphase,A,FC Barcelona,,Ajax Amsterdam,,2:0,RA,76',0:2,Linksschuss
2475296,2014,LaLiga,12,H,FC Barcelona,2,FC Sevilla,5,5:1,RA,21',1:0,Direkter Freistoß
2475296,2014,LaLiga,12,H,FC Barcelona,2,FC Sevilla,5,5:1,RA,73',4:1,Abstauber
