player_name,game_id,player_current_club,tournament,gameday,venue_country,venue_city,venue,date,team,opponent,result,player_position,goals,assists_amount,own_goals_amount,substitute_in,substitute_out,yellow_card,yellow_red_card,red_card,minutes_played
Lionel Messi,3205412,FC Barcelona,Copa América,Halbfinale,Brasilien,Belo Horizonte,A,2019-07-03,Argentinien,Brasilien,0:2,RA,0,0,0,,,,,,90'
Lionel Messi,3208617,FC Barcelona,Copa América,Spiel um Platz Drei,Brasilien,,H,2019-07-06,Argentinien,Chile,2:1,RA,0,1,0,,,,,37',37'
Lionel Messi,3281616,FC Barcelona,Freundschaftsspiele,,Saudi-Arabien,,A,2019-11-15,Argentinien,Brasilien,1:0,HS,1,0,0,,,,,,90'
Lionel Messi,3282924,FC Barcelona,Freundschaftsspiele,,Israel,Tel Aviv,H,2019-11-18,Argentinien,Uruguay,2:2,RA,1,1,0,,,,,,90'
Lionel Messi,3334201,FC Barcelona,WM-Qualifikation Südamerika,Gruppe A,Argentinien,"La Boca, Buenos Aires, Capital Federal",H,2020-10-09,Argentinien,Ecuador,1:0,HS,1,0,0,,,,,,90'
Lionel Messi,3457907,FC Barcelona,WM-Qualifikation Südamerika,Gruppe A,Bolivien,La Paz,A,2020-10-13,Argentinien,Bolivien,2:1,RA,0,0,0,,,,,,90'
Lionel Messi,3466206,FC Barcelona,WM-Qualifikation Südamerika,Gruppe A,Argentinien,"La Boca, Buenos Aires, Capital Federal",H,2020-11-13,Argentinien,Paraguay,1:1,MS,0,0,0,,,,,,90'
Lionel Messi,3466209,FC Barcelona,WM-Qualifikation Südamerika,Gruppe A,Peru,Lima,A,2020-11-18,Argentinien,Peru,2:0,MS,0,0,0,,,,,,90'
Lionel Messi,3557026,FC Barcelona,WM-Qualifikation Südamerika,Gruppe A,Argentinien,,H,2021-06-04,Argentinien,Chile,1:1,MS,1,0,0,,,,,,90'
Lionel Messi,3557027,FC Barcelona,WM-Qualifikation Südamerika,Gruppe A,Kolumbien,Barranquilla,A,2021-06-09,Argentinien,Kolumbien,2:2,RA,0,0,0,,,,,,90'
Lionel Messi,3482730,FC Barcelona,Copa América,Gruppe A,Brasilien,Rio de Janeiro,H,2021-06-14,Argentinien,Chile,1:1,RA,1,0,0,,,,,,90'
Lionel Messi,3482734,FC Barcelona,Copa América,Gruppe A,Brasilien,Brasília,H,2021-06-19,Argentinien,Uruguay,1:0,RA,0,1,0,,,,,,90'
Lionel Messi,3482738,FC Barcelona,Copa América,Gruppe A,Brasilien,Brasília,H,2021-06-22,Argentinien,Paraguay,1:0,HS,0,0,0,,,,,,90'
Lionel Messi,3482743,FC Barcelona,Copa América,Gruppe A,Brasilien,,H,2021-06-29,Argentinien,Bolivien,4:1,HS,2,1,0,,,,,,90'
Lionel Messi,3590493,FC Barcelona,Copa América,Viertelfinale,Brasilien,,H,2021-07-04,Argentinien,Ecuador,3:0,RA,1,2,0,,,,,,90'
Lionel Messi,3602647,FC Barcelona,Copa América,Halbfinale,Brasilien,Brasília,H,2021-07-07,Argentinien,Kolumbien,4:3 n.E.,RA,0,1,0,,,,,,90'
Lionel Messi,3605018,FC Barcelona,Copa América,Finale,Brasilien,Rio de Janeiro,H,2021-07-11,Argentinien,Brasilien,1:0,MS,0,0,0,,,,,,90'
Lionel Messi,3653670,Paris Saint-Germain,WM-Qualifikation Südamerika,Gruppe A,Venezuela,Caracas,A,2021-09-03,Argentinien,Venezuela,3:1,HS,0,0,0,,,,,,90'
Lionel Messi,3653678,Paris Saint-Germain,WM-Qualifikation Südamerika,Gruppe A,Argentinien,Buenos Aires,H,2021-09-10,Argentinien,Bolivien,3:0,MS,3,0,0,,,,,,90'
Lionel Messi,3675141,Paris Saint-Germain,WM-Qualifikation Südamerika,Gruppe A,Paraguay,Asunción,A,2021-10-08,Argentinien,Paraguay,0:0,MS,0,0,0,,,,,,90'
Lionel Messi,3486595,Paris Saint-Germain,WM-Qualifikation Südamerika,Gruppe A,Argentinien,Buenos Aires,H,2021-10-11,Argentinien,Uruguay,3:0,MS,1,0,0,,,,,,90'
Lionel Messi,3675156,Paris Saint-Germain,WM-Qualifikation Südamerika,Gruppe A,Argentinien,Buenos Aires,H,2021-10-15,Argentinien,Peru,1:0,MS,0,0,0,,,,,,90'
Lionel Messi,3675159,Paris Saint-Germain,WM-Qualifikation Südamerika,Gruppe A,Uruguay,,A,2021-11-13,Argentinien,Uruguay,1:0,MS,0,0,0,76',,,,,14'
Lionel Messi,3675166,Paris Saint-Germain,WM-Qualifikation Südamerika,Gruppe A,Argentinien,San Juan,H,2021-11-17,Argentinien,Brasilien,0:0,MS,0,0,0,,,,,,90'
Lionel Messi,3675182,Paris Saint-Germain,WM-Qualifikation Südamerika,Gruppe A,Argentinien,"La Boca, Buenos Aires, Capital Federal",H,2022-03-26,Argentinien,Venezuela,3:0,MS,1,0,0,,,,,,90'
Lionel Messi,3675185,Paris Saint-Germain,WM-Qualifikation Südamerika,Gruppe A,Ecuador,Guayaquil,A,2022-03-30,Argentinien,Ecuador,1:1,MS,0,0,0,,,,,,90'
Lionel Messi,3777299,Paris Saint-Germain,CONMEBOL-UEFA Cup of Champions,Finale,England,London,A,2022-06-01,Argentinien,Italien,3:0,MS,0,2,0,,,,,,90'
Lionel Messi,3826305,Paris Saint-Germain,Freundschaftsspiele,,Spanien,Pamplona,H,2022-06-05,Argentinien,Estland,5:0,MS,5,0,0,,,,,,90'
Lionel Messi,3926402,Paris Saint-Germain,Freundschaftsspiele,,Vereinigte Staaten,"Miami Gardens, Florida",H,2022-09-24,Argentinien,Honduras,3:0,MS,2,0,0,,,,,,90'
Lionel Messi,3926431,Paris Saint-Germain,Freundschaftsspiele,,Vereinigte Staaten,"Harrison, New Jersey",A,2022-09-28,Argentinien,Jamaika,3:0,HS,2,0,0,56',,,,,34'
Lionel Messi,3926440,Paris Saint-Germain,Freundschaftsspiele,,Vereinigte Arabische Emirate,Abu Dhabi,A,2022-11-16,Argentinien,Vereinigte Arabische Emirate,5:0,HS,1,1,0,,,,,,90'
Lionel Messi,3788838,Paris Saint-Germain,Weltmeisterschaft,Gruppe C,Katar,,H,2022-11-22,Argentinien,Saudi-Arabien,1:2,HS,1,0,0,,,,,,90'
Lionel Messi,3788863,Paris Saint-Germain,Weltmeisterschaft,Gruppe C,Katar,,H,2022-11-26,Argentinien,Mexiko,2:0,HS,1,1,0,,,,,,90'
Lionel Messi,3788889,Paris Saint-Germain,Weltmeisterschaft,Gruppe C,Katar,,A,2022-11-30,Argentinien,Polen,2:0,MS,0,0,0,,,,,,90'
Lionel Messi,3970579,Paris Saint-Germain,Weltmeisterschaft,Achtelfinale,Katar,Al Rayyan,H,2022-12-03,Argentinien,Australien,2:1,MS,1,0,0,,,,,,90'
Lionel Messi,3971598,Paris Saint-Germain,Weltmeisterschaft,Viertelfinale,Katar,,A,2022-12-09,Argentinien,Niederlande,6:5 n.E.,HS,1,1,0,,,90',,,120'
Lionel Messi,3974501,Paris Saint-Germain,Weltmeisterschaft,Halbfinale,Katar,,H,2022-12-13,Argentinien,Kroatien,3:0,HS,1,1,0,,,,,,90'
Lionel Messi,3975879,Paris Saint-Germain,Weltmeisterschaft,Finale,Katar,,H,2022-12-18,Argentinien,Frankreich,7:5 n.E.,RA,2,0,0,,,,,,120'
Lionel Messi,4036578,Paris Saint-Germain,Freundschaftsspiele,,Argentinien,Buenos Aires,H,2023-03-24,Argentinien,Panama,2:0,RA,1,0,0,,,,,,90'
Lionel Messi,4036579,Paris Saint-Germain,Freundschaftsspiele,,Argentinien,,H,2023-03-29,Argentinien,Curaçao,7:0,RA,3,1,0,,,,,,90'
Lionel Messi,4082612,Paris Saint-Germain,Freundschaftsspiele,,China,Peking,H,2023-06-15,Argentinien,Australien,2:0,MS,1,0,0,,,,,,90'
Lionel Messi,4174979,Inter Miami,WM-Qualifikation Südamerika,Gruppe A,Argentinien,Buenos Aires,H,2023-09-08,Argentinien,Ecuador,1:0,RA,1,0,0,,89',,,,89'
Lionel Messi,4178570,Inter Miami,WM-Qualifikation Südamerika,Gruppe A,Argentinien,Buenos Aires,H,2023-10-13,Argentinien,Paraguay,1:0,RA,0,0,0,53',,,,,37'
Lionel Messi,4178576,Inter Miami,WM-Qualifikation Südamerika,Gruppe A,Peru,Lima,A,2023-10-18,Argentinien,Peru,2:0,RA,2,0,0,,,,,,90'
Lionel Messi,4178581,Inter Miami,WM-Qualifikation Südamerika,Gruppe A,Argentinien,"La Boca, Buenos Aires, Capital Federal",H,2023-11-17,Argentinien,Uruguay,0:2,RA,0,0,0,,,,,,90'
Lionel Messi,4178584,Inter Miami,WM-Qualifikation Südamerika,Gruppe A,Brasilien,Rio de Janeiro,A,2023-11-22,Argentinien,Brasilien,1:0,HS,0,0,0,,78',,,,78'
Lionel Messi,4347266,Inter Miami,Freundschaftsspiele,,Vereinigte Staaten,"Chicago, Illinois",H,2024-06-10,Argentinien,Ecuador,1:0,HS,0,0,0,56',,,,,34'
Lionel Messi,4347282,Inter Miami,Freundschaftsspiele,,Vereinigte Staaten,,H,2024-06-15,Argentinien,Guatemala,4:1,HS,2,1,0,,,,,,90'
Lionel Messi,4318070,Inter Miami,Copa América,Gruppe A,Vereinigte Staaten,,H,2024-06-21,Argentinien,Kanada,2:0,HS,0,1,0,,,,,,90'
Lionel Messi,4238562,Inter Miami,Copa América,Gruppe A,Vereinigte Staaten,"East Rutherford, New Jersey",A,2024-06-26,Argentinien,Chile,1:0,HS,0,0,0,,,,,,90'
Lionel Messi,4359358,Inter Miami,Copa América,Viertelfinale,Vereinigte Staaten,Houston,H,2024-07-05,Argentinien,Ecuador,5:3 n.E.,HS,0,0,0,,,,,,90'
Lionel Messi,4359362,Inter Miami,Copa América,Halbfinale,Vereinigte Staaten,"East Rutherford, New Jersey",H,2024-07-10,Argentinien,Kanada,2:0,HS,1,0,0,,,,,,90'
Lionel Messi,4359365,Inter Miami,Copa América,Finale,Vereinigte Staaten,"Miami Gardens, Florida",H,2024-07-15,Argentinien,Kolumbien,1:0 n.V.,HS,0,0,0,,66',,,,66'
Lionel Messi,4420128,Inter Miami,WM-Qualifikation Südamerika,Gruppe A,Venezuela,Puerto Ordaz,A,2024-10-10,Argentinien,Venezuela,1:1,MS,0,0,0,,,,,,90'
Lionel Messi,4420129,Inter Miami,WM-Qualifikation Südamerika,Gruppe A,Argentinien,Buenos Aires,H,2024-10-16,Argentinien,Bolivien,6:0,RA,3,2,0,,,,,,90'
Lionel Messi,4420135,Inter Miami,WM-Qualifikation Südamerika,Gruppe A,Paraguay,Asunción,A,2024-11-15,Argentinien,Paraguay,1:2,RA,0,0,0,,,,,,90'
Lionel Messi,4420139,Inter Miami,WM-Qualifikation Südamerika,Gruppe A,Argentinien,"La Boca, Buenos Aires, Capital Federal",H,2024-11-20,Argentinien,Peru,1:0,RA,0,1,0,,,,,,90'
Christiano Ronaldo,2266024,Manchester United,Freundschaftsspiele,,Portugal,Chaves,H,2003-08-20,Portugal,Kasachstan,1:0,RA,0,0,0,46',,,,,45'
Christiano Ronaldo,2381478,Manchester United,Freundschaftsspiele,,Portugal,Lissabon,H,2003-10-11,Portugal,Albanien,5:3,RA,0,0,0,,46',,,,45'
Christiano Ronaldo,1182089,Manchester United,Freundschaftsspiele,,Portugal,Faro,H,2004-02-18,Portugal,England,1:1,LA,0,0,0,46',,,,,45'
Christiano Ronaldo,2328084,Manchester United,Freundschaftsspiele,,Portugal,Braga,H,2004-03-31,Portugal,Italien,1:2,LA,0,0,0,46',,,,,45'
Christiano Ronaldo,2381457,Manchester United,Freundschaftsspiele,,Portugal,Coimbra,H,2004-04-28,Portugal,Schweden,2:2,RA,0,1,0,63',,,,,27'
Christiano Ronaldo,2381458,Manchester United,Freundschaftsspiele,,Portugal,Águeda,H,2004-05-29,Portugal,Luxemburg,3:0,RA,0,0,0,46',,,,,45'
Christiano Ronaldo,2381459,Manchester United,Freundschaftsspiele,,Portugal,Setúbal,H,2004-06-05,Portugal,Litauen,4:1,RA,0,0,0,64',,,,,26'
Christiano Ronaldo,244,Manchester United,Europameisterschaft,Gruppe A,Portugal,Porto,H,2004-06-12,Portugal,Griechenland,1:2,LA,1,0,0,46',,,,,45'
Christiano Ronaldo,253,Manchester United,Europameisterschaft,Gruppe A,Portugal,Lissabon,A,2004-06-16,Portugal,Russland,2:0,LA,0,1,0,78',,,,,12'
Christiano Ronaldo,255,Manchester United,Europameisterschaft,Gruppe A,Portugal,Lissabon,A,2004-06-20,Portugal,Spanien,1:0,LA,0,0,0,,85',,,,85'
Christiano Ronaldo,21028,Manchester United,Europameisterschaft,Viertelfinale,Portugal,Lissabon,H,2004-06-24,Portugal,England,8:7 n.E.,LA,0,0,0,,,,,,120'
Christiano Ronaldo,21032,Manchester United,Europameisterschaft,Halbfinale,Portugal,Lissabon,H,2004-06-30,Portugal,Niederlande,2:1,LA,1,1,0,,68',27',,,68'
Christiano Ronaldo,21034,Manchester United,Europameisterschaft,Finale,Portugal,Lissabon,H,2004-07-04,Portugal,Griechenland,0:1,LA,0,0,0,,,,,,90'
Christiano Ronaldo,2367723,Manchester United,WM-Qualifikation Europa,Gruppe 3,Lettland,Riga,A,2004-09-04,Portugal,Lettland,2:0,RA,1,1,0,,82',,,,82'
Christiano Ronaldo,2367726,Manchester United,WM-Qualifikation Europa,Gruppe 3,Portugal,Leiria,H,2004-09-08,Portugal,Estland,4:0,RA,1,2,0,,,,,,90'
Christiano Ronaldo,2367729,Manchester United,WM-Qualifikation Europa,Gruppe 3,Liechtenstein,Vaduz,A,2004-10-09,Portugal,Liechtenstein,2:2,LA,0,1,0,,61',,,,61'
Christiano Ronaldo,2367732,Manchester United,WM-Qualifikation Europa,Gruppe 3,Portugal,Lissabon,H,2004-10-13,Portugal,Russland,7:1,LA,2,1,0,,84',,,,84'
Christiano Ronaldo,2367735,Manchester United,WM-Qualifikation Europa,Gruppe 3,Luxemburg,Luxemburg,A,2004-11-17,Portugal,Luxemburg,5:0,RA,1,0,0,,,,,,90'
Christiano Ronaldo,2381370,Manchester United,Freundschaftsspiele,,Irland,Dublin,A,2005-02-09,Portugal,Irland,0:1,RA,0,0,0,,70',,,,70'
Christiano Ronaldo,2381371,Manchester United,Freundschaftsspiele,,Portugal,Vila Boa,H,2005-03-26,Portugal,Kanada,4:1,RA,0,0,0,,46',,,,45'
Christiano Ronaldo,2367739,Manchester United,WM-Qualifikation Europa,Gruppe 3,Slowakei,Bratislava,A,2005-03-30,Portugal,Slowakei,1:1,RA,0,0,0,,,,,,90'
Christiano Ronaldo,2367744,Manchester United,WM-Qualifikation Europa,Gruppe 3,Portugal,Lissabon,H,2005-06-04,Portugal,Slowakei,2:0,LA,1,0,0,,77',,,,77'
Christiano Ronaldo,2367748,Manchester United,WM-Qualifikation Europa,Gruppe 3,Estland,Tallinn,A,2005-06-08,Portugal,Estland,1:0,LA,1,0,0,,90',,,,90'
Christiano Ronaldo,2367714,Manchester United,WM-Qualifikation Europa,Gruppe 3,Portugal,Faro,H,2005-09-03,Portugal,Luxemburg,6:0,LA,0,0,0,,62',,,,62'
Christiano Ronaldo,2367710,Manchester United,WM-Qualifikation Europa,Gruppe 3,Russland,Moskau,A,2005-09-07,Portugal,Russland,0:0,LA,0,0,0,,,,,,90'
Christiano Ronaldo,2367708,Manchester United,WM-Qualifikation Europa,Gruppe 3,Portugal,Aveiro,H,2005-10-08,Portugal,Liechtenstein,2:1,LA,0,1,0,,84',28',,,84'
Christiano Ronaldo,2367703,Manchester United,WM-Qualifikation Europa,Gruppe 3,Portugal,Porto,H,2005-10-12,Portugal,Lettland,3:0,LA,0,0,0,,46',,,,45'
Christiano Ronaldo,2372160,Manchester United,Freundschaftsspiele,,Portugal,Coimbra,H,2005-11-12,Portugal,Kroatien,2:0,RA,0,1,0,,76',,,,76'
Christiano Ronaldo,2372159,Manchester United,Freundschaftsspiele,,Nordirland,Belfast,A,2005-11-15,Portugal,Nordirland,1:1,RA,0,0,0,,68',,,,68'
Christiano Ronaldo,2372147,Manchester United,Freundschaftsspiele,,Deutschland,Düsseldorf,H,2006-03-01,Portugal,Saudi-Arabien,3:0,LA,2,0,0,,,,,,90'
Christiano Ronaldo,2372146,Manchester United,Freundschaftsspiele,,Portugal,Èvora,H,2006-05-27,Portugal,Kap Verde,4:1,LA,0,0,0,,61',58',,,61'
Christiano Ronaldo,2372145,Manchester United,Freundschaftsspiele,,Frankreich,Longeville-lès-Metz,A,2006-06-03,Portugal,Luxemburg,3:0,LA,0,0,0,,70',32',,,70'
Christiano Ronaldo,46380,Manchester United,Weltmeisterschaft,Gruppe D,Deutschland,Köln,A,2006-06-11,Portugal,Angola,1:0,RA,0,0,0,,60',26',,,60'
Christiano Ronaldo,49327,Manchester United,Weltmeisterschaft,Gruppe D,Deutschland,Frankfurt (Main),H,2006-06-17,Portugal,Iran,2:0,LA,1,0,0,,,,,,90'
Christiano Ronaldo,53479,Manchester United,Weltmeisterschaft,Achtelfinale,Deutschland,Nürnberg,H,2006-06-25,Portugal,Niederlande,1:0,LA,0,0,0,,34',,,,34'
Christiano Ronaldo,53485,Manchester United,Weltmeisterschaft,Viertelfinale,Deutschland,Gelsenkirchen,A,2006-07-01,Portugal,England,3:1 n.E.,LA,0,0,0,,,,,,120'
Christiano Ronaldo,53489,Manchester United,Weltmeisterschaft,Halbfinale,Deutschland,München,H,2006-07-05,Portugal,Frankreich,0:1,LA,0,0,0,,,,,,90'
Christiano Ronaldo,53490,Manchester United,Weltmeisterschaft,Spiel um Platz Drei,Deutschland,Stuttgart,A,2006-07-08,Portugal,Deutschland,1:3,RA,0,0,0,,,,,,90'
Christiano Ronaldo,2372139,Manchester United,Freundschaftsspiele,,Dänemark,Brøndby,A,2006-09-01,Portugal,Dänemark,2:4,RA,0,1,0,,66',,,,66'
Christiano Ronaldo,64676,Manchester United,EM-Qualifikation,Gruppe A,Finnland,Helsinki,A,2006-09-06,Portugal,Finnland,1:1,RA,0,0,0,,,,,,90'
Christiano Ronaldo,64699,Manchester United,EM-Qualifikation,Gruppe A,Portugal,Porto,H,2006-10-07,Portugal,Aserbaidschan,3:0,RA,2,1,0,,73',,,,73'
Christiano Ronaldo,64721,Manchester United,EM-Qualifikation,Gruppe A,Polen,Chorzow,A,2006-10-11,Portugal,Polen,1:2,RA,0,0,0,,,,,,90'
Christiano Ronaldo,64742,Manchester United,EM-Qualifikation,Gruppe A,Portugal,Coimbra,H,2006-11-15,Portugal,Kasachstan,3:0,RA,1,0,0,,56',,,,56'
Christiano Ronaldo,2372137,Manchester United,Freundschaftsspiele,,England,London,A,2007-02-06,Portugal,Brasilien,2:0,RA,0,0,0,,62',,,,62'
Christiano Ronaldo,64761,Manchester United,EM-Qualifikation,Gruppe A,Portugal,Lissabon,H,2007-03-24,Portugal,Belgien,4:0,RA,2,1,0,,78',45',,,78'
Christiano Ronaldo,64784,Manchester United,EM-Qualifikation,Gruppe A,Serbien,Belgrad,A,2007-03-28,Portugal,Serbien,1:1,RA,0,0,0,,,35',,,90'
Christiano Ronaldo,68657,Manchester United,EM-Qualifikation,Gruppe A,Armenien,Yerevan,A,2007-08-22,Portugal,Armenien,1:1,RA,1,0,0,,,,,,90'
Christiano Ronaldo,84572,Manchester United,EM-Qualifikation,Gruppe A,Portugal,Lissabon,H,2007-09-08,Portugal,Polen,2:2,RA,1,0,0,,,,,,90'
Christiano Ronaldo,84628,Manchester United,EM-Qualifikation,Gruppe A,Portugal,Lissabon,H,2007-09-12,Portugal,Serbien,1:1,RA,0,0,0,,,,,,90'
Christiano Ronaldo,86188,Manchester United,EM-Qualifikation,Gruppe A,Aserbaidschan,Baku,A,2007-10-13,Portugal,Aserbaidschan,2:0,RA,0,0,0,,,,,,90'
Christiano Ronaldo,86190,Manchester United,EM-Qualifikation,Gruppe A,Kasachstan,Almaty,A,2007-10-17,Portugal,Kasachstan,2:1,RA,1,0,0,,,,,,90'
Christiano Ronaldo,87017,Manchester United,EM-Qualifikation,Gruppe A,Portugal,Leiria,H,2007-11-17,Portugal,Armenien,1:0,RA,0,0,0,,,,,,90'
Christiano Ronaldo,87037,Manchester United,EM-Qualifikation,Gruppe A,Portugal,Porto,H,2007-11-21,Portugal,Finnland,0:0,RA,0,0,0,,,,,,90'
Christiano Ronaldo,2371498,Manchester United,Freundschaftsspiele,,Schweiz,Zürich,A,2008-02-06,Portugal,Italien,1:3,LA,0,0,0,,,,,,90'
Christiano Ronaldo,4513556,Manchester United,Freundschaftsspiele,,Portugal,Viseu,H,2008-05-31,Portugal,Georgien,2:0,RA,0,0,0,,46',,,,45'
Christiano Ronaldo,88030,Manchester United,Europameisterschaft,Gruppe A,Schweiz,Carouge,H,2008-06-07,Portugal,Türkei,2:0,RA,0,0,0,,,,,,90'
Christiano Ronaldo,88037,Manchester United,Europameisterschaft,Gruppe A,Schweiz,Carouge,A,2008-06-11,Portugal,Tschechien,3:1,LA,1,1,0,,,,,,90'
Christiano Ronaldo,910142,Manchester United,Europameisterschaft,Viertelfinale,Schweiz,Basel,H,2008-06-19,Portugal,Deutschland,2:3,LA,0,0,0,,,,,,90'
Christiano Ronaldo,926622,Manchester United,WM-Qualifikation Europa,Gruppe A,Schweden,"Solna, Stockholm",A,2008-10-11,Portugal,Schweden,0:0,RA,0,0,0,,,,,,90'
Christiano Ronaldo,926645,Manchester United,WM-Qualifikation Europa,Gruppe A,Portugal,Braga,H,2008-10-15,Portugal,Albanien,0:0,RA,0,0,0,,,,,,90'
Christiano Ronaldo,930144,Manchester United,Freundschaftsspiele,,Brasilien,Gama,A,2008-11-19,Portugal,Brasilien,2:6,MS,0,0,0,,,85',,,90'
Christiano Ronaldo,934865,Manchester United,Freundschaftsspiele,,Portugal,Faro,H,2009-02-11,Portugal,Finnland,1:0,RA,1,0,0,,,,,,90'
Christiano Ronaldo,940687,Manchester United,WM-Qualifikation Europa,Gruppe A,Portugal,Porto,H,2009-03-28,Portugal,Schweden,0:0,RA,0,0,0,,,,,,90'
Christiano Ronaldo,942558,Manchester United,Freundschaftsspiele,,Schweiz,Lausanne,A,2009-03-31,Portugal,Südafrika,2:0,RA,0,0,0,57',,,,,33'
Christiano Ronaldo,942596,Manchester United,WM-Qualifikation Europa,Gruppe A,Albanien,Tirana,A,2009-06-06,Portugal,Albanien,2:1,RA,0,0,0,,,,,,90'
Christiano Ronaldo,972333,Real Madrid,WM-Qualifikation Europa,Gruppe A,Dänemark,København Ø.,A,2009-09-05,Portugal,Dänemark,1:1,MS,0,0,0,,,,,,90'
Christiano Ronaldo,972337,Real Madrid,WM-Qualifikation Europa,Gruppe A,Ungarn,Budapest,A,2009-09-09,Portugal,Ungarn,1:0,MS,0,0,0,,,,,,90'
Christiano Ronaldo,976693,Real Madrid,WM-Qualifikation Europa,Gruppe A,Portugal,Lissabon,H,2009-10-10,Portugal,Ungarn,3:0,LA,0,1,0,,27',,,,27'
Christiano Ronaldo,1021172,Real Madrid,Freundschaftsspiele,,Portugal,,H,2010-05-24,Portugal,Kap Verde,0:0,RA,0,0,0,,,64',,,90'
Christiano Ronaldo,1023390,Real Madrid,Freundschaftsspiele,,Portugal,,H,2010-06-01,Portugal,Kamerun,3:1,RA,0,1,0,,,,,,90'
Christiano Ronaldo,1023764,Real Madrid,Freundschaftsspiele,,Südafrika,Johannesburg,A,2010-06-08,Portugal,Mosambik,3:0,LA,0,0,0,63',,,,,27'
Christiano Ronaldo,986791,Real Madrid,Weltmeisterschaft,Gruppe G,Südafrika,,A,2010-06-15,Portugal,Elfenbeinküste,0:0,RA,0,0,0,,,21',,,90'
Christiano Ronaldo,986806,Real Madrid,Weltmeisterschaft,Gruppe G,Südafrika,Kapstadt,H,2010-06-21,Portugal,Nordkorea,7:0,LA,1,1,0,,,,,,90'
Christiano Ronaldo,986819,Real Madrid,Weltmeisterschaft,Gruppe G,Südafrika,Durban,H,2010-06-25,Portugal,Brasilien,0:0,MS,0,0,0,,,,,,90'
Christiano Ronaldo,1027636,Real Madrid,Weltmeisterschaft,Achtelfinale,Südafrika,Kapstadt,A,2010-06-29,Portugal,Spanien,0:1,LA,0,0,0,,,,,,90'
Christiano Ronaldo,1057736,Real Madrid,EM-Qualifikation,Gruppe H,Portugal,Porto,H,2010-10-08,Portugal,Dänemark,3:1,LA,1,1,0,,,,,,90'
Christiano Ronaldo,1058097,Real Madrid,EM-Qualifikation,Gruppe H,Island,Reykjavík,A,2010-10-12,Portugal,Island,3:1,LA,1,0,0,,,,,,90'
